_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
2437,A1391371,,OTHER,GRAY,RED,FOX,UNKNOWN,,NO AGE,2025-08-13,MED SEV,WILDLIFE,FIELD,,2025-08-13,TRANSFER,,MED SEV,BRENDA LEE DR,SAN JOSE,2025-08-13
2438,A1391372,PANDA,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2025-04-13,5 MONTHS,2025-08-13,HEALTHY,NEUTER,,,2025-08-13,NEUTER,,HEALTHY,,SAN JOSE,2025-08-20
2439,A1391373,MIDNIGHT,CAT,BLACK,,DOMESTIC SH,NEUTERED,2025-04-13,5 MONTHS,2025-08-13,HEALTHY,NEUTER,,,2025-08-13,NEUTER,,HEALTHY,,SAN JOSE,2025-08-20
2440,A1391374,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-13,MED R,WILDLIFE,FIELD,,2025-08-13,TRANSFER,,MED R,TERNER WAY,SAN JOSE,2025-08-13
2441,A1391392,,BIRD,BROWN,,OWL,UNKNOWN,,NO AGE,2025-08-13,MED R,WILDLIFE,FIELD,,2025-08-13,TRANSFER,,MED R,AULIN DR,SAN JOSE,2025-08-13
2442,A1391393,,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-13,FERAL,STRAY,OTC,,2025-08-15,RTF,,FERAL,PALM VALLEY BLVD/LA STRADA DR,SAN JOSE,2025-08-15
2443,A1391394,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-13,NURSING,STRAY,OTC,,2025-08-13,EUTH,,MED SEV,PALM VALLEY BLVD/LA STRADA DR,SAN JOSE,2025-08-13
2444,A1391395,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-13,NURSING,STRAY,OTC,,2025-08-13,EUTH,,MED SEV,PALM VALLEY BLVD/LA STRADA DR,SAN JOSE,2025-08-13
2445,A1391396,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-13,NURSING,STRAY,OTC,,2025-08-13,EUTH,,MED SEV,PALM VALLEY BLVD/LA STRADA DR,SAN JOSE,2025-08-13
2446,A1391397,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-13,NURSING,STRAY,OTC,,2025-08-13,EUTH,,MED SEV,PALM VALLEY BLVD/LA STRADA DR,SAN JOSE,2025-08-13
2447,A1391398,,CAT,WHITE,TABBY-BRN,DOMESTIC SH,MALE,2025-05-29,11 WEEKS,2025-08-13,MED EMERG,STRAY,MEDVET,,2025-08-13,EUTH,,MED EMERG,TULLY X COVINGTON?,SAN JOSE,2025-08-13
2448,A1391399,PETER PETTIGREW,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2023-08-13,2 YEARS,2025-08-13,MED R,STRAY,MEDVET,,,,,,2200 BLOCK PETTIGREW DR,SAN JOSE,2025-09-15
2449,A1391402,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2024-08-13,1 YEAR,2025-08-13,DEAD,DISPO REQ,FIELD,,2025-08-13,DISPOSAL,,DEAD,TOBAGO AVE / TAPER LN,SAN JOSE,2025-08-13
2450,A1391404,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-13,PREGNANT,S/N CLINIC,,,2025-08-13,RTF,,FERAL,,SAN JOSE,2025-08-13
2451,A1391405,,DOG,TRICOLOR,,BEAGLE,FEMALE,,NO AGE,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-19,TRANSFER,,HEALTHY,MARTEN AVE/MT PLEASANT RD,SAN JOSE,2025-08-19
2452,A1391406,,DOG,TRICOLOR,,BEAGLE,MALE,,NO AGE,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-19,TRANSFER,,HEALTHY,MARTEN AVE/MT PLEASANT RD,SAN JOSE,2025-08-19
2453,A1391407,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,2025-08-12,1 DAY,2025-08-13,MED SEV,STRAY,FIELD,,2025-08-13,EUTH,,MED SEV,FOXDALE LOOP / LEEWARD DR,SAN JOSE,2025-08-13
2454,A1391409,,CAT,WHITE,,DOMESTIC SH,FEMALE,,NO AGE,2025-08-13,NURSING,STRAY,OTC,,2025-08-27,RESCUE,,NURSING,FONTAINE AVE/ALVIN AVE,SAN JOSE,2025-08-27
2455,A1391410,,CAT,WHITE,,DOMESTIC SH,FEMALE,,NO AGE,2025-08-13,NURSING,STRAY,OTC,,2025-08-27,RESCUE,,NURSING,FONTAINE AVE/ALVIN AVE,SAN JOSE,2025-08-27
2456,A1391411,,CAT,WHITE,,DOMESTIC SH,FEMALE,,NO AGE,2025-08-13,NURSING,STRAY,OTC,,2025-08-27,RESCUE,,NURSING,FONTAINE AVE/ALVIN AVE,SAN JOSE,2025-08-27
2457,A1391412,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,,NO AGE,2025-08-13,NURSING,STRAY,OTC,,2025-08-27,RESCUE,,NURSING,FONTAINE AVE/ALVIN AVE,SAN JOSE,2025-08-27
2458,A1391414,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-13,DEAD,DISPO REQ,FIELD,,2025-08-13,DISPOSAL,,DEAD,HOSTETTER RD,SAN JOSE,2025-08-13
2459,A1391415,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-13,DEAD,DISPO REQ,FIELD,,2025-08-13,DISPOSAL,,DEAD,WONDERAMA DR,SAN JOSE,2025-08-13
2460,A1391416,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-13,DEAD,DISPO REQ,OTC,,2025-08-13,DISPOSAL,,DEAD,BELLINGHAM DR/KERN AVE,SAN JOSE,2025-08-13
2461,A1391417,,DOG,WHITE,TAN,MALTESE,FEMALE,,NO AGE,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-19,TRANSFER,,HEALTHY,RANCHO DR/MONTEREY RD,SAN JOSE,2025-08-19
2462,A1391418,SOSO,DOG,BLACK,BROWN,MIN PINSCHER,SPAYED,2023-08-13,2 YEARS,2025-08-13,BEH M,STRAY,FIELD,,2025-08-22,TRANSFER,,BEH M,BURKE ST / S TENTH ST,SAN JOSE,2025-08-24
2463,A1391418,SOSO,DOG,BLACK,BROWN,MIN PINSCHER,SPAYED,2023-08-13,2 YEARS,2025-09-05,MED SEV,STRAY,OTC,,2025-09-15,TRANSFER,,HEALTHY,LITTLE ORCHARD/ BARNARD,SAN JOSE,2025-09-15
2464,A1391418,SOSO,DOG,BLACK,BROWN,MIN PINSCHER,SPAYED,2023-08-13,2 YEARS,2025-08-24,HEALTHY,TRANSFER,HSSV,,2025-08-24,ADOPTION,,HEALTHY,,SAN JOSE,2025-08-24
2465,A1391419,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-06-14,14 WEEKS,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-16,ADOPTION,,HEALTHY,11TH ST/ E ST JOHN ST,SAN JOSE,2025-08-16
2466,A1391420,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-06-14,14 WEEKS,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-16,ADOPTION,,HEALTHY,11TH ST/ E ST JOHN ST,SAN JOSE,2025-08-16
2467,A1391423,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-06-14,14 WEEKS,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-16,ADOPTION,,HEALTHY,11TH ST/ E ST JOHN ST,SAN JOSE,2025-08-16
2468,A1391424,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2025-06-14,14 WEEKS,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-16,ADOPTION,,HEALTHY,11TH ST/ E ST JOHN ST,SAN JOSE,2025-08-16
2469,A1391425,,OTHER,GRAY,,MOUSE,UNKNOWN,,NO AGE,2025-08-13,MED SEV,WILDLIFE,OTC,,2025-08-13,EUTH,,MED SEV,TROY DR,SAN JOSE,2025-08-13
2470,A1391427,,OTHER,BLACK,,BAT,UNKNOWN,,NO AGE,2025-08-13,MED SEV,STRAY,OTC,,2025-08-13,EUTH,,MED SEV,MITTON DR/MITTON CT,SAN JOSE,2025-08-18
2471,A1391428,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,2025-07-14,9 WEEKS,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-17,TRANSFER,,HEALTHY,MT PLEASANT RD/MARTEN AVE,SAN JOSE,2025-08-17
2472,A1391429,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-07-14,9 WEEKS,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-17,TRANSFER,,HEALTHY,MT PLEASANT RD/MARTEN AVE,SAN JOSE,2025-08-17
2473,A1391430,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-14,9 WEEKS,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-17,TRANSFER,,HEALTHY,MT PLEASANT RD/MARTEN AVE,SAN JOSE,2025-08-17
2474,A1391431,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-07-14,9 WEEKS,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-17,TRANSFER,,HEALTHY,MT PLEASANT RD/MARTEN AVE,SAN JOSE,2025-08-17
2475,A1391432,,OTHER,BROWN,WHITE,SQUIRREL,UNKNOWN,,NO AGE,2025-08-13,MED SEV,WILDLIFE,FIELD,,2025-08-13,TRANSFER,,MED SEV,6700 BLOCK OF OLIVE BRANCH CT.,SAN JOSE,2025-08-13
2476,A1391433,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-13,PREGNANT,STRAY,OTC,,2025-08-16,RTF,,BEH M,RICHDALE X EZIE ST,SAN JOSE,2025-08-16
2477,A1391436,,CAT,BLACK,,DOMESTIC SH,MALE,2025-07-30,7 WEEKS,2025-08-13,NURSING,STRAY,OTC,,2025-09-03,RESCUE,,NURSING,STURLA DR/S WHITE RD,SAN JOSE,2025-09-03
2478,A1391438,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-07-30,7 WEEKS,2025-08-13,NURSING,STRAY,OTC,,2025-09-03,RESCUE,,NURSING,STURLA DR/S WHITE RD,SAN JOSE,2025-09-03
2479,A1391439,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-07-30,7 WEEKS,2025-08-13,NURSING,STRAY,OTC,,2025-09-03,RESCUE,,NURSING,STURLA DR/S WHITE RD,SAN JOSE,2025-09-03
2480,A1391440,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-07-30,7 WEEKS,2025-08-13,NURSING,STRAY,OTC,,2025-09-03,RESCUE,,NURSING,STURLA DR/S WHITE RD,SAN JOSE,2025-09-03
2481,A1391441,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-13,DEAD,DISPO REQ,FIELD,,2025-08-13,DISPOSAL,,DEAD,MCKEE / DELIA,SAN JOSE,2025-08-13
2482,A1391442,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-07-30,7 WEEKS,2025-08-13,NURSING,STRAY,OTC,,2025-09-03,RESCUE,,NURSING,STURLA DR/S WHITE RD,SAN JOSE,2025-09-03
2483,A1391443,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-07-30,7 WEEKS,2025-08-13,NURSING,STRAY,OTC,,2025-09-03,RESCUE,,NURSING,STURLA DR/S WHITE RD,SAN JOSE,2025-09-03
2484,A1391445,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2025-08-13,DEAD,DISPO REQ,FIELD,,2025-08-13,DISPOSAL,,DEAD,GAY AVE,SAN JOSE,2025-08-13
2485,A1391447,,DOG,BROWN,,PEKINGESE,MALE,2023-08-13,2 YEARS,2025-08-13,MED R,STRAY,OTC,,2025-08-19,TRANSFER,,MED R,STONE AVE/PERRYMONT AVE,SAN JOSE,2025-08-19
2486,A1391448,,DOG,BROWN,,MALTESE,FEMALE,2024-08-13,1 YEAR 1 MONTH,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-17,TRANSFER,,HEALTHY,STONE AVE/PERRYMONT AVE,SAN JOSE,2025-08-18
2487,A1391449,,DOG,GRAY,WHITE,PIT BULL,MALE,2023-08-17,2 YEARS,2025-08-13,BEH U,STRAY,FIELD,,2025-08-19,EUTH,,BEH U,PEAR ORCHARD RD / OAKLAND RD,SAN JOSE,2025-08-21
2488,A1391450,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-07-13,9 WEEKS,2025-08-13,MED R,STRAY,OTC,,,,,,S WHITE RD/STORY RD,SAN JOSE,2025-09-16
2489,A1391451,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-13,9 WEEKS,2025-08-13,MED R,STRAY,OTC,,,,,,S WHITE RD/STORY RD,SAN JOSE,2025-09-16
2490,A1391452,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-15,9 WEEKS,2025-08-13,MED R,STRAY,OTC,,,,,,S WHITE RD/STORY RD,SAN JOSE,2025-09-16
2491,A1391453,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-07-13,9 WEEKS,2025-08-13,MED R,STRAY,OTC,,,,,,S WHITE RD/STORY RD,SAN JOSE,2025-09-16
2492,A1391456,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-05-14,4 MONTHS,2025-08-13,HEALTHY,STRAY,OTC,,2025-08-17,TRANSFER,,HEALTHY,5200 BLOCK JACKSON ST,SAN JOSE,2025-08-17
2493,A1391457,TRAP 4,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,NEUTER,,FERAL,,SAN JOSE,2025-08-20
2494,A1391458,TRAP 5,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-12,FERAL,S/N CLINIC,,,2025-08-20,NEUTER,,FERAL,,SAN JOSE,2025-08-20
2495,A1391459,TRAP 6,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,SPAY,,FERAL,,SAN JOSE,2025-08-20
2496,A1391460,TRAP 7,CAT,WHITE,BLACK,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-12,FERAL,S/N CLINIC,,,2025-08-20,NEUTER,,FERAL,,SAN JOSE,2025-08-20
2497,A1391461,ARCHIE,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2025-03-13,6 MONTHS,2025-08-13,MED SEV,STRAY,OTC,,,,,,200 BLOCK BARNARD AVE,SAN JOSE,2025-09-10
2498,A1391462,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,2025-07-13,4 WEEKS,2025-08-13,DEAD,DISPO REQ,FIELD,,2025-08-13,DISPOSAL,,DEAD,BISCAYNE WAY / PALMVIEW WAY,SAN JOSE,2025-08-13
2499,A1391463,TRAP 8,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
2500,A1391464,TRAP 9,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
2501,A1391465,TRAP 10,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-12,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
2502,A1391466,TRAP 11,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
2503,A1391467,TRAP 12,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2025-08-12,MED SEV,S/N CLINIC,,,2025-08-20,EUTH,,MED SEV,,SAN JOSE,2025-08-22
2504,A1391468,TRAP 13,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,NEUTER,,FERAL,,SAN JOSE,2025-08-20
2505,A1391469,TRAP 14,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,NEUTER,,HEALTHY,,SAN JOSE,2025-08-20
2506,A1391470,TRAP 15,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
2507,A1391471,TRAP 16,CAT,GRAY,WHITE,DOMESTIC MH,SPAYED,,NO AGE,2025-08-12,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
2508,A1391472,TRAP 17,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
2509,A1391473,TRAP 18,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
2510,A1391474,TRAP 19,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-08-12,FERAL,S/N CLINIC,,,2025-08-20,SPAY,,FERAL,,SAN JOSE,2025-08-20
2511,A1391475,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-13,DEAD,DISPO REQ,OTC,,2025-08-13,DISPOSAL,,DEAD,BETSY WAY/ JIM DR,SAN JOSE,2025-08-13
2512,A1391476,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-13,DEAD,DISPO REQ,OTC,,2025-08-13,DISPOSAL,,DEAD,LOCH NESS WAY/ LADDIE WAY,SAN JOSE,2025-08-13
2513,A1391478,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,2025-07-09,10 WEEKS,2025-08-13,MED R,STRAY,OTC,,,,,,,SAN JOSE,2025-09-17
2514,A1391480,,DOG,WHITE,BLACK,RAT TERRIER,NEUTERED,2025-05-14,4 MONTHS,2025-08-13,MED R,STRAY,OTC,,2025-08-20,ADOPTION,,MED R,MCLAUGHLIN AVE/ TUERS RD,SAN JOSE,2025-08-20
2515,A1391484,,OTHER,BLACK,,SKUNK,UNKNOWN,,NO AGE,2025-08-13,DEAD,DISPO REQ,OTC,,2025-08-13,DISPOSAL,,DEAD,LULLABY LN/ SERENADE WAY,SAN JOSE,2025-08-13
2516,A1391488,ELPHABA,OTHER,TRICOLOR,,GUINEA PIG,FEMALE,,NO AGE,2025-08-13,HEALTHY,STRAY,FIELD,,,,,,ALBANY CT / S GADSDEN DR,MILPITAS,2025-08-27
2517,A1391489,GLINDA,OTHER,CREAM,TRICOLOR,GUINEA PIG,FEMALE,,NO AGE,2025-08-13,HEALTHY,STRAY,FIELD,,,,,,ALBANY CT / S GADSDEN DR,MILPITAS,2025-08-27
2518,A1391490,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-14,PREGNANT,STRAY,OTC,,2025-08-15,RTF,,FERAL,CALERO AVE/YUROK CIR,SAN JOSE,2025-08-15
2519,A1391491,,DOG,BROWN,BLACK,GERM SHEPHERD,MALE,2015-08-14,10 YEARS,2025-08-14,MED EMERG,STRAY,FIELD,,2025-08-14,EUTH,,MED EMERG,MURILLO AVE X WOODLEY DR,SAN JOSE,2025-08-18
2520,A1391492,TACO,DOG,TAN,WHITE,CHIHUAHUA SH,MALE,2013-08-14,12 YEARS,2025-08-14,MED R,STRAY,OTC,,2025-08-16,RTO,,,W JULIAN X MONGOMERY,SAN JOSE,2025-08-16
2521,A1391500,BRYNN,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2022-08-14,3 YEARS,2025-08-14,MED R,STRAY,OTC,,2025-08-26,ADOPTION,,HEALTHY,CAHALAN AVE/DUBANSKI DR,SAN JOSE,2025-08-26
2522,A1391514,BERKELY,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-07-08,10 WEEKS,2025-08-14,NURSING,STRAY,OTC,,2025-09-02,ADOPTION,,NURSING,CYPRESS AVE X CONTANCE DR,SAN JOSE,2025-09-02
2523,A1391515,MERRY,CAT,PT-FLAME,,DOMESTIC SH,NEUTERED,2025-07-08,10 WEEKS,2025-08-14,NURSING,STRAY,OTC,,2025-09-02,ADOPTION,,NURSING,CYPRESS AVE X CONTANCE DR,SAN JOSE,2025-09-02
2524,A1391516,PIPPIN,CAT,WHITE,,DOMESTIC SH,NEUTERED,2025-06-29,11 WEEKS,2025-08-14,NURSING,STRAY,OTC,,2025-09-02,ADOPTION,,NURSING,CYPRESS AVE X CONTANCE DR,SAN JOSE,2025-09-02
2525,A1391517,MISO,CAT,PT-LYNX,,DOMESTIC SH,NEUTERED,2025-07-08,10 WEEKS,2025-08-14,NURSING,STRAY,OTC,,2025-09-02,ADOPTION,,NURSING,CYPRESS AVE X CONTANCE DR,SAN JOSE,2025-09-02
2526,A1391518,JACKSON,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-07-08,10 WEEKS,2025-08-14,NURSING,STRAY,OTC,,2025-09-12,ADOPTION,,HEALTHY,CYPRESS AVE X CONTANCE DR,SAN JOSE,2025-09-12
2527,A1391519,IGGY,CAT,PT-LILAC,,DOMESTIC SH,NEUTERED,2025-07-08,10 WEEKS,2025-08-14,NURSING,STRAY,OTC,,2025-09-12,ADOPTION,,HEALTHY,CYPRESS AVE X CONTANCE DR,SAN JOSE,2025-09-12
2528,A1391520,INDIGO,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-07-08,10 WEEKS,2025-08-14,NURSING,STRAY,OTC,,2025-09-03,ADOPTION,,,CYPRESS AVE X CONTANCE DR,SAN JOSE,2025-09-03
2529,A1391521,DRAYMOND,CAT,PT-LILAC,,DOMESTIC SH,NEUTERED,2025-07-08,10 WEEKS,2025-08-14,NURSING,STRAY,OTC,,2025-09-12,ADOPTION,,HEALTHY,CYPRESS AVE X CONTANCE DR,SAN JOSE,2025-09-12
2530,A1391522,KITTLE,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-07-08,10 WEEKS,2025-08-14,NURSING,STRAY,OTC,,2025-09-12,ADOPTION,,HEALTHY,CYPRESS AVE X CONTANCE DR,SAN JOSE,2025-09-12
2531,A1391524,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2023-08-14,2 YEARS,2025-08-14,MED R,STRAY,OTC,,2025-08-20,RTF,,MED R,N 14TH ST/E EMPIRE ST,SAN JOSE,2025-08-20
2532,A1391526,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-08-17,4 WEEKS,2025-08-14,NURSING,STRAY,OTC,,,,,,FLICKINGER AVE/ NUNES DR,SAN JOSE,2025-09-15
2533,A1391528,,DOG,BROWN,WHITE,CHIHUAHUA LH,MALE,2025-05-14,4 MONTHS,2025-08-14,HEALTHY,STRAY,FOUND,,2025-09-16,FOUND ANIM,,HEALTHY,W VIRGINIA/ VINE ST,SAN JOSE,2025-09-16
2534,A1391529,LUNA,DOG,BLACK,WHITE,BORDER COLLIE,SPAYED,,NO AGE,2025-08-14,HEALTHY,STRAY,OTC,,2025-08-14,RTO,,HEALTHY,LINCOLN AVE/W SAN CARLOS ST,SAN JOSE,2025-08-14
2535,A1391530,,CAT,CALICO-DIL,,DOMESTIC SH,FEMALE,2025-06-14,9 WEEKS,2025-08-14,MED SEV,STRAY,FIELD,,2025-08-14,EUTH,,MED SEV,DEMPSY RD / HAY CT,MILPITAS,2025-08-14
2536,A1391534,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-14,DEAD,DISPO REQ,FIELD,,2025-08-14,DISPOSAL,,DEAD,S DEANZA/ STEVENS CREEK BLVD,CUPERTINO,2025-08-14
2537,A1391540,,CAT,GRAY,,DOMESTIC SH,MALE,,NO AGE,2025-08-14,DEAD,DISPO REQ,OTC,,2025-08-14,DISPOSAL,,DEAD,AVENIDA ESPANA,SAN JOSE,2025-08-14
2538,A1391541,QUINN,DOG,BRINDLE-BN,,PIT BULL,FEMALE,2024-08-19,1 YEAR 1 MONTH,2025-08-14,BEH R,CONFISCATE,POLICE,,,,,,,SAN JOSE,2025-09-18
2539,A1391544,,CAT,TABBY-BRN,,DOMESTIC MH,SPAYED,2025-05-27,16 WEEKS,2025-08-14,MED R,STRAY,OTC,,2025-08-23,SPAY,,FERAL,E ST JAMES ST/N 25TH ST,SAN JOSE,2025-08-23
2540,A1391546,,DOG,TAN,,FRENCH BULLDOG,FEMALE,,NO AGE,2025-08-14,HEALTHY,STRAY,FOUND,,2025-09-16,FOUND ANIM,,HEALTHY,WILLOW ST X MERIDIAN AVE,SAN JOSE,2025-09-16
2541,A1391548,,DOG,BLACK,,MALTESE,FEMALE,,NO AGE,2025-08-14,HEALTHY,STRAY,OTC,,2025-08-19,TRANSFER,,HEALTHY,N 13TH X E EMPIRE ST,SAN JOSE,2025-08-19
2542,A1391549,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-14,DEAD,DISPO REQ,OTC,,2025-08-14,DISPOSAL,,DEAD,FRUITDALE AVE X MERIDIAN AVE,SAN JOSE,2025-08-21
2543,A1391550,BUFFY,CAT,PT-SEAL,,DOMESTIC SH,FEMALE,2025-07-10,10 WEEKS,2025-08-14,NURSING,STRAY,OTC,,,,,,LEXINGTON DR/ CADILAC DR,SAN JOSE,2025-08-20
2544,A1391552,,BIRD,GRAY,,PIGEON,UNKNOWN,,NO AGE,2025-08-14,MED SEV,WILDLIFE,FIELD,,2025-08-14,EUTH,,MED SEV,5200 BLOCK KENTFIELD DR,SAN JOSE,2025-08-18
2545,A1391554,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2025-08-14,DEAD,DISPO REQ,FIELD,,2025-08-14,DISPOSAL,,DEAD,ALPINE DRIVE/ FOOTHILL BLVD,CUPERTINO,2025-08-14
2546,A1391555,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-14,DEAD,DISPO REQ,FIELD,,2025-08-14,DISPOSAL,,DEAD,SOUTHSIDE DR / E CAPITOL EXPW,SAN JOSE,2025-08-14
2547,A1391556,,BIRD,BROWN,,DUCK,FEMALE,,NO AGE,2025-08-14,MED R,WILDLIFE,FIELD,,2025-08-15,TRANSFER,,MED EMERG,INDIAN SUMMER CT / MCLAUGHLIN AVE,SAN JOSE,2025-08-15
2548,A1391557,GEMENI,DOG,BLACK,,ROTTWEILER,SPAYED,2023-08-20,2 YEARS,2025-08-15,MED R,CONFISCATE,ASO,,2025-09-06,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-07
2549,A1391558,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,NO AGE,2025-08-15,MED EMERG,STRAY,FIELD,,2025-08-15,EUTH,,MED EMERG,600 BLOCK MACREDES AVE,SAN JOSE,2025-08-15
2550,A1391559,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-15,MED EMERG,STRAY,OTC,,2025-08-15,EUTH,,MED EMERG,MONTEREY RD/TULLY RD,SAN JOSE,2025-08-15
